#                prod                 mint                mhscp              mrec000 
                  970                  965                  150      0.0161673407546 
                 1147                  216                  150      0.0214025352379 
                 2972                  105                  100    2.57045316761e-46 
                  598                  593                  100      0.0173274113257 
                 4475                  105                  100                  0.0 
                 1404                  383                  100      0.0265177697399 
                 2167                 2162                  150     0.00125405847338 
                  404                  399                  150       0.159366697142 
                 1147                  155                  150     0.00398040175673 
                 1644                  166                  100    0.000399089415996 
                 4475                  685                  100      0.0110710554535 
                  716                  711                  100      0.0101788872273 
                  688                  471                  150       0.103124837393 
                 3880                  775                  150      0.0272610912803 
                 1404                 1399                  100    0.000916699703738 
                 1588                  228                  150      0.0051482307074 
                 3416                 1069                  100     0.00262660493672 
                 1195                  794                  100      0.0030131543033 
                 4475                  196                  100    1.67445538736e-05 
                  284                  279                  150       0.184210359434 
                  497                  492                  100      0.0290967055462 
                 2226                  483                  100      0.0193561668155 
                 3880                 1325                  150     0.00660790335871 
                  404                  249                  150       0.174021230867 
                  577                  572                  150      0.0840013704139 
                 4475                 4470                  100    6.73845227313e-05 
                 2972                  183                  100    3.02866609673e-17 
                 1352                  655                  150      0.0468309810389 
                  818                  235                  150      0.0799309585721 
                  853                  599                  100      0.0124908682849 
                 5100                  205                  200                  0.0 
                 4454                 4449                  150    0.000116937437872 
                 5100                  105                  100                  0.0 
                  716                  376                  100       0.046438395496 
                  240                  191                  150       0.158078108387 
                 2226                 2221                  100    0.000273881158884 
                 1195                  236                  100      0.0224214823789 
                 2226                 1336                  100    2.28588964303e-05 
                 3880                  265                  150    5.73527403783e-05 
                  483                  205                  150       0.154347547405 
                 2917                  412                  150      0.0128206796252 
                 1195                  157                  100     0.00366429181805 
                  577                  215                  150       0.131152890143 
                 3369                  722                  150      0.0300656199954 
                 1644                  105                  100    3.94458275736e-05 
                 1404                  249                  100      0.0163648195727 
                 1195                  530                  100      0.0209008464029 
                 1012                  153                  100     0.00670428757364 
                 3916                 1171                  100     0.00180838489511 
                 2917                  672                  150      0.0334800770531 
                 2226                  105                  100    2.27661052571e-05 
