#                prod                 mint                mhscp              mrec200 
                 2001                 1497                  350       0.053797587093 
                 3767                 1156                  350      0.0776498680338 
                 1731                  255                  250                  0.0 
                  970                  965                  150                  0.0 
                 1147                  216                  150                  0.0 
                 2972                  105                  100                  0.0 
                 2742                  505                  500     0.00997425522328 
                  598                  593                  100                  0.0 
                 4475                  105                  100                  0.0 
                 1404                  383                  100                  0.0 
                 3285                 2208                  300                  0.0 
                 1273                  717                  400       0.257956852602 
                 3783                  853                  400      0.0580081467568 
                 2167                 2162                  150                  0.0 
                 5100                 1604                  500      0.0871277108477 
                 1446                  715                  350       0.202419141774 
                 5100                 5095                  200                  0.0 
                  471                  309                  200                  0.0 
                  552                  455                  450       0.263065653891 
                  666                  661                  500       0.305688352966 
                 2037                 1187                  400       0.153968069379 
                 2812                  834                  450       0.113877738428 
                  404                  399                  150                  0.0 
                  356                  351                  300                  0.0 
                 1147                  155                  150                  0.0 
                  636                  255                  250                  0.0 
                  894                  355                  350        0.21087736981 
                  684                  455                  300                  0.0 
                 1769                  409                  300                  0.0 
                 1092                  849                  400       0.267634346169 
                 5100                  455                  450    2.58676253314e-05 
                  552                  499                  450       0.263831552304 
                 1467                  505                  500       0.176853396536 
                 3798                  255                  250                  0.0 
                  888                  883                  250                  0.0 
                 2351                 2346                  350      0.0127690383785 
                  463                  295                  250                  0.0 
                 1644                  166                  100                  0.0 
                 2071                 1502                  300                  0.0 
                 3750                  505                  500    0.000288419595606 
                  987                  551                  450       0.286770554099 
                  767                  430                  350       0.266713289898 
                  933                  403                  300                  0.0 
                 3813                 3808                  300                  0.0 
                  741                  736                  500       0.314464967697 
                 4475                  685                  100                  0.0 
                  576                  400                  350       0.260711350848 
                  716                  711                  100                  0.0 
                 3226                 3221                  350     0.00426165229476 
                 2757                  499                  350      0.0128374121595 
                 2342                 1402                  500       0.176201412604 
                 3264                 1394                  250                  0.0 
                 4416                 1160                  300                  0.0 
                  688                  471                  150                  0.0 
                 1316                 1006                  450        0.26434300718 
                 1099                  626                  200                  0.0 
                 1298                 1293                  200                  0.0 
                  933                  532                  300                  0.0 
                 1285                  894                  300                  0.0 
                  636                  503                  250                  0.0 
                 5100                  863                  350      0.0246410039987 
                 3798                 1542                  250                  0.0 
                 3880                  775                  150                  0.0 
                 1702                 1697                  350      0.0499514253733 
                 1404                 1399                  100                  0.0 
                 1588                  228                  150                  0.0 
                  933                  305                  300                  0.0 
                  987                  455                  450       0.261791267397 
                  557                  552                  400       0.292822228368 
                 5100                 1140                  250                  0.0 
                 3416                 1069                  100                  0.0 
                 4406                  664                  450    0.000978130295829 
                 2823                  927                  300                  0.0 
                 1050                  516                  250                  0.0 
                 2103                 1424                  200                  0.0 
                 1195                  794                  100                  0.0 
                 5100                 2358                  500      0.0508889800434 
                  306                  255                  250                  0.0 
                 4475                  196                  100                  0.0 
                 3271                 1219                  450       0.124876188524 
                  284                  279                  150                  0.0 
                 3841                  334                  200                  0.0 
                  741                  610                  500       0.281332684544 
                 1529                  205                  200                  0.0 
                  497                  492                  100                  0.0 
                 1468                  341                  250                  0.0 
                 2226                  483                  100                  0.0 
                 1711                 1258                  500       0.232636002198 
                 4377                 3051                  500     0.00252955306862 
                 1702                  461                  350       0.085713083323 
                 2415                  793                  450       0.141362242018 
                 3880                 1325                  150                  0.0 
                  404                  249                  150                  0.0 
                  577                  572                  150                  0.0 
                 2456                  469                  200                  0.0 
                 4475                 4470                  100                  0.0 
                  950                  591                  500       0.292864499181 
                 2972                  183                  100                  0.0 
                  356                  327                  300                  0.0 
                 4432                  342                  200                  0.0 
                 5100                 1746                  200                  0.0 
                 1352                  655                  150                  0.0 
                 1468                  457                  250                  0.0 
                  666                  505                  500       0.277179223314 
                  557                  205                  200                  0.0 
                 1529                  455                  450       0.127231082351 
                  710                  534                  400       0.277306963923 
                  818                  235                  150                  0.0 
                 1243                  332                  250                  0.0 
                 2103                  966                  200                  0.0 
                 3285                  673                  300                  0.0 
                  853                  599                  100                  0.0 
                  661                  367                  200                  0.0 
                 5100                  205                  200                  0.0 
                  888                  475                  250                  0.0 
                 2001                 1996                  500       0.100566053108 
                 4454                 4449                  150                  0.0 
                 3208                 3203                  500      0.0127828864417 
                 5100                 2277                  450      0.0424053924714 
                 3813                 2500                  300                  0.0 
                 3264                 2131                  250                  0.0 
                 5100                  105                  100                  0.0 
                 5100                  942                  400      0.0337440460245 
                 1741                 1069                  400       0.187811284294 
                  636                  320                  250                  0.0 
                  767                  762                  350       0.272261971412 
                 1779                 1774                  450       0.103088091713 
                  716                  376                  100                  0.0 
                 3285                 3280                  300                  0.0 
                  240                  191                  150                  0.0 
                 1529                 1524                  450       0.158557871812 
                 1779                 1414                  450       0.154333954353 
                 1243                  731                  250                  0.0 
                 1137                 1132                  450       0.268285105866 
                 2415                 1825                  450       0.068483667974 
                 2226                 2221                  100                  0.0 
                 5100                 1018                  450      0.0429903012329 
                 3319                 1311                  200                  0.0 
                  662                  414                  350       0.267946292996 
                 3767                  526                  350     0.00104695974471 
                 1796                  606                  200                  0.0 
                 1779                  571                  450       0.143899441389 
                 1195                  236                  100                  0.0 
                 3813                  305                  300                  0.0 
                 1091                  612                  500       0.292796832171 
                  541                  255                  250                  0.0 
                 1262                  797                  500       0.295603806147 
                 2226                 1336                  100                  0.0 
                 1099                  271                  200                  0.0 
                 5100                 3093                  250                  0.0 
                 3880                  265                  150                  0.0 
                  758                  455                  450       0.282973898391 
                  483                  205                  150                  0.0 
                 2797                  844                  250                  0.0 
                 2917                  412                  150                  0.0 
                 2390                  370                  250                  0.0 
                  458                  428                  400        0.25898058226 
                 2823                  305                  300                  0.0 
                 2415                 1047                  450       0.169135480679 
                 1195                  157                  100                  0.0 
                  541                  445                  250                  0.0 
                 2797                  566                  250                  0.0 
                 1779                 1127                  450       0.216677012293 
                 4406                  455                  450    0.000102644244926 
                  577                  215                  150                  0.0 
                 3369                  722                  150                  0.0 
                 1644                  105                  100                  0.0 
                 2797                 2792                  250                  0.0 
                 2001                 1122                  350       0.124483206792 
                  797                  624                  300                  0.0 
                 1404                  249                  100                  0.0 
                  589                  305                  300                  0.0 
                 1468                  255                  250                  0.0 
                  929                  634                  200                  0.0 
                 2784                  770                  400      0.0930218522962 
                 1092                  664                  400       0.272014128708 
                 2001                  505                  500      0.0688858942893 
                 2742                 2065                  500      0.0591089386181 
                  625                  620                  400       0.301735390494 
                 2456                  205                  200                  0.0 
                 1195                  530                  100                  0.0 
                 1012                  153                  100                  0.0 
                  397                  392                  300                  0.0 
                 3916                 1171                  100                  0.0 
                 1047                  796                  350       0.244009088003 
                 5100                 2097                  350      0.0236031866839 
                 1468                  817                  250                  0.0 
                 2917                  672                  150                  0.0 
                 2415                 1383                  450       0.149416966139 
                  987                  982                  450       0.297762191468 
                 2226                  105                  100                  0.0 
                 3416                  105                  100                  0.0 
                 1769                  983                  300                  0.0 
                  716                  273                  100                  0.0 
                 2859                 2854                  200                  0.0 
                 1917                  276                  100                  0.0 
                  463                  396                  250                  0.0 
                 1529                  616                  450       0.217452975082 
                 2351                  355                  350     0.00280352426738 
                 3208                  505                  500     0.00208963522746 
                 2001                  631                  350       0.125140150813 
                  894                  707                  350       0.261143536948 
                  862                  624                  450       0.296547372229 
