#                prod                 mint                mhscp              mrec100 
                 5100                  450                  100                  0.0 
                 1147                  819                  150                  0.0 
                 1352                  222                  150                  0.0 
                 1731                  482                  250         0.1224308809 
                  541                  445                  250       0.421961072736 
                 5100                 1746                  200     0.00519594546908 
                  577                  413                  150                  0.0 
                  512                  447                  300       0.464857464334 
                 2576                 2571                  100                  0.0 
                  853                  149                  100                  0.0 
                 3285                 1000                  300      0.0917099774121 
                 1404                  590                  100                  0.0 
                  933                  928                  300       0.339283185941 
                 3369                  155                  150                  0.0 
                 2036                 2031                  250     0.00662404984895 
                 4454                 4449                  150                  0.0 
                  512                  346                  300       0.460976572153 
                 1147                  587                  150                  0.0 
                 1796                 1791                  200     0.00504603454117 
                 1731                  255                  250      0.0105581940569 
                 2071                  794                  300       0.154748674775 
                 1352                  655                  150                  0.0 
                 3369                  432                  150                  0.0 
                 4416                 2826                  300     0.00019020359622 
                  115                  107                  100                  0.0 
                  797                  491                  300       0.457732266849 
                 1195                 1190                  100                  0.0 
                 2797                  844                  250        0.08539341851 
                  471                  309                  200       0.370644384297 
                 1404                  162                  100                  0.0 
                 3798                  255                  250    7.88794585105e-05 
                 1529                  559                  200       0.122789093473 
                 1195                  530                  100                  0.0 
                 1099                 1094                  200      0.0603125387844 
                 2421                  858                  300       0.130911986684 
                  853                  423                  100                  0.0 
                 2456                  709                  200      0.0722009158424 
                  888                  647                  250         0.3132655653 
                  929                  435                  200       0.234860290556 
                 1769                 1317                  300       0.071967663857 
                  784                  558                  200       0.250748139004 
                 1468                 1463                  250      0.0413465449084 
                  356                  305                  300        0.38377444644 
                 1769                  305                  300      0.0258484167794 
                 5100                  305                  300    0.000139810826018 
                  400                  395                  200       0.355163294901 
                 3264                  912                  250      0.0717907698703 
                 2036                  360                  250      0.0188257333387 
                  684                  305                  300       0.441650036208 
                 3916                 3911                  100                  0.0 
                  970                  210                  150                  0.0 
                  339                  334                  100                  0.0 
                 3813                  465                  300    0.000424549165003 
                  750                  333                  250       0.371901968009 
                  750                  255                  250       0.317983021232 
                 2390                 1132                  250      0.0643363045924 
                 5100                 3187                  300    4.45519779448e-23 
                 2390                  255                  250    0.000267532126028 
                 5100                 5095                  200    0.000103327453103 
                 1404                 1399                  100                  0.0 
                  750                  436                  250       0.388483762937 
                  497                  334                  100                  0.0 
                  541                  370                  250       0.429645275067 
                  315                  307                  300       0.371282498523 
                 5100                  205                  200    7.42662742795e-13 
                 4407                 1059                  250      0.0536204429515 
                 3285                  305                  300    0.000294830699932 
                 1147                  302                  150                  0.0 
                 1095                  793                  300        0.32727018154 
                 1243                  731                  250       0.206214964218 
                  448                  443                  300       0.442258124277 
                 3916                  105                  100                  0.0 
                 2103                  966                  200      0.0532923609623 
                  541                  536                  250       0.407962903401 
                 2167                  240                  150                  0.0 
                 3880                  775                  150                  0.0 
                 2823                  640                  300       0.077166119639 
                 2167                 1393                  150                  0.0 
                 2226                  803                  100                  0.0 
                 2103                 1424                  200     0.00411429201598 
                 4416                 1160                  300      0.0690753962692 
                 2823                 1343                  300      0.0697705527863 
                  661                  656                  200       0.251556960371 
                 2917                  672                  150                  0.0 
                 5100                 2847                  150                  0.0 
                 1644                  656                  100                  0.0 
                 3798                  983                  250      0.0621679200848 
                 2576                  520                  100                  0.0 
                  853                  599                  100                  0.0 
                 1050                  363                  250       0.250339247629 
                 5100                 1188                  100                  0.0 
                 4475                  196                  100                  0.0 
                 2036                  720                  250       0.122012487283 
                 1285                  437                  300        0.25594827993 
                 3416                 1069                  100                  0.0 
                  497                  492                  100                  0.0 
                  784                  205                  200       0.174935745777 
                 2421                 2416                  300     0.00625163366804 
                  750                  745                  250       0.322463388537 
                  338                  333                  150                  0.0 
                  784                  286                  200       0.254211290667 
                  818                  537                  150                  0.0 
                 3285                  453                  300     0.00192074680594 
                 1012                  223                  100                  0.0 
                 1644                 1639                  100                  0.0 
                 1285                  305                  300       0.145088322139 
                  448                  335                  300       0.436595786567 
                  512                  507                  300       0.463464784266 
                 3841                  334                  200     0.00017507904889 
                  338                  227                  150                  0.0 
                 1050                  734                  250       0.247328834215 
                  716                  273                  100                  0.0 
                 1285                  625                  300       0.298490809055 
                  557                  336                  200       0.355617135089 
                 1298                  515                  200       0.153461813038 
                  228                  223                  100                  0.0 
                 1050                 1045                  250       0.164394190192 
                 3916                 2140                  100                  0.0 
                  541                  255                  250       0.408257164344 
                  661                  205                  200       0.247846467868 
                 1588                  336                  150                  0.0 
                 2859                  205                  200    0.000318293187461 
                  853                  848                  100                  0.0 
                 2823                  927                  300       0.107199518645 
                  463                  295                  250       0.424506231874 
                  970                  155                  150                  0.0 
                 1298                  379                  200       0.129755627444 
                  483                  205                  150                  0.0 
                  294                  243                  200       0.330592106036 
                  228                  105                  100                  0.0 
                  279                  274                  100                  0.0 
                  397                  305                  300        0.41239630715 
                 1285                  894                  300       0.250752763643 
                  338                  188                  150                  0.0 
                  970                  525                  150                  0.0 
                  557                  552                  200       0.309614854228 
                 1796                  422                  200      0.0740396770199 
                 4432                 4427                  200    0.000504557272647 
                 1012                 1007                  100                  0.0 
                 1796                  870                  200      0.0685315995167 
                 1195                  105                  100                  0.0 
                 3285                 1486                  300      0.0534340983095 
                 1095                  577                  300        0.36544761283 
                  589                  359                  300       0.472357383433 
                 1769                  733                  300       0.195779795806 
                  684                  455                  300       0.471553676903 
                 2167                  579                  150                  0.0 
                 1243                  562                  250       0.235716684398 
                  284                  241                  150                  0.0 
                 2859                  765                  200      0.0622275065625 
                  688                  683                  150                  0.0 
                 5100                  731                  100                  0.0 
                 1796                  294                  200      0.0143011198307 
                  228                  153                  100                  0.0 
                 4416                  305                  300    0.000155295463615 
                  338                  155                  150                  0.0 
                  853                  211                  100                  0.0 
                 2456                  205                  200    0.000269741622204 
                 2972                 2967                  100                  0.0 
                 2036                  509                  250      0.0949573976386 
                 2797                  380                  250      0.0024036249021 
                  339                  250                  100                  0.0 
                 1195                  353                  100                  0.0 
                 1796                  205                  200     0.00170860261322 
                 5100                  277                  100                  0.0 
                  412                  207                  100                  0.0 
                 3319                  518                  200      0.0273357931472 
                 2859                 1840                  200    0.000378536943505 
                 3813                  305                  300    0.000147893528759 
                 1508                  883                  300       0.217692128459 
                 1099                  271                  200        0.10342385652 
                 5100                  155                  150                  0.0 
                 3264                  255                  250    0.000272729221805 
                 3798                 3793                  250    0.000802909888951 
                  339                  105                  100                  0.0 
                 1917                  170                  100                  0.0 
                 1404                  383                  100                  0.0 
                  750                  570                  250         0.3648890682 
                 1298                  951                  200      0.0558113160955 
                  215                  207                  200       0.287474513126 
                 2576                  305                  100                  0.0 
                  577                  298                  150                  0.0 
                 2576                  105                  100                  0.0 
                 1858                  810                  150                  0.0 
                  294                  205                  200        0.33916340992 
                 2167                  155                  150                  0.0 
                  356                  351                  300       0.399248817665 
                 1858                  155                  150                  0.0 
                 3285                  673                  300      0.0583000098244 
                 5100                  171                  100                  0.0 
                 2823                  305                  300    0.000648285513781 
                 1588                  730                  150                  0.0 
                  228                  127                  100                  0.0 
                 1404                  105                  100                  0.0 
                 3798                  627                  250      0.0303675493572 
                 2226                 2221                  100                  0.0 
                  341                  262                  200       0.355777153681 
                 1917                  448                  100                  0.0 
                 1352                 1347                  150                  0.0 
                  929                  299                  200       0.197478114355 
                 3319                  326                  200    0.000155558711119 
                 4454                  271                  150                  0.0 
                 4432                  205                  200    3.03589519715e-05 
                 2036                  255                  250     0.00215859168766 
                  688                  225                  150                  0.0 
                  716                  105                  100                  0.0 
                  688                  155                  150                  0.0 
                 3841                 2354                  200    8.07448916162e-05 
                 1917                  276                  100                  0.0 
                  203                  175                  150                  0.0 
                 4407                 4402                  250      0.0008207227424 
                  279                  216                  100                  0.0 
                 5100                 1022                  200      0.0345358647211 
                  784                  400                  200       0.278771919456 
                 2071                  305                  300     0.00621701494019 
                 3264                  390                  250    0.000744073333135 
                 1050                  255                  250       0.152396932979 
                 1243                  951                  250       0.135350282503 
                 1352                  319                  150                  0.0 
                 1012                  691                  100                  0.0 
                 2390                 2385                  250     0.00364689789688 
                  399                  255                  250       0.413239535776 
                 4475                 4470                  100                  0.0 
                  797                  387                  300       0.441273260311 
                  348                  255                  250       0.387494774995 
                 2917                  412                  150                  0.0 
                 5100                  105                  100                  0.0 
                 1644                  262                  100                  0.0 
                  471                  252                  200       0.359600983053 
                  240                  235                  150                  0.0 
                 4475                 1280                  100                  0.0 
                 3319                 1311                  200      0.0215116789506 
                 5100                 3093                  250     7.6215224056e-05 
                  797                  305                  300       0.393506827728 
                  448                  305                  300       0.436740833633 
                 2390                 1643                  250     0.00558511775226 
                 2167                  898                  150                  0.0 
                  338                  275                  150                  0.0 
                  152                  105                  100                  0.0 
                 1858                  354                  150                  0.0 
                  661                  490                  200       0.296625320429 
                  186                  181                  100                  0.0 
                 1731                  663                  250       0.148868364885 
                  152                  124                  100                  0.0 
                  557                  263                  200       0.339022393928 
                  306                  277                  250        0.36348649508 
                 2518                  247                  150                  0.0 
                 1644                 1037                  100                  0.0 
                  412                  290                  100                  0.0 
                  284                  208                  150                  0.0 
                  933                  305                  300       0.323716554673 
                 2797                 1874                  250     0.00180839131674 
                 4454                 1453                  150                  0.0 
                  397                  346                  300       0.414509833009 
                 2167                 2162                  150                  0.0 
                  636                  255                  250       0.371907361465 
                 1095                  419                  300       0.333707407804 
                 4432                 2653                  200    9.47602416255e-26 
                 2859                 1186                  200      0.0283652272839 
                 1796                 1248                  200      0.0105335361338 
                  483                  272                  150                  0.0 
                 2518                  993                  150                  0.0 
                 3369                 1206                  150                  0.0 
                 1588                 1075                  150                  0.0 
                 2421                  608                  300      0.0980121482251 
                  636                  401                  250       0.417079873195 
                 1731                 1726                  250      0.0151618135205 
                 3841                 3836                  200    0.000507500854231 
                 1243                  255                  250      0.0789464416576 
                 1404                  909                  100                  0.0 
                  341                  232                  200       0.349968894041 
                 2518                  155                  150                  0.0 
                  577                  215                  150                  0.0 
                 4475                 2392                  100                  0.0 
                 3369                  722                  150                  0.0 
                 2972                  183                  100                  0.0 
                 3880                 3875                  150                  0.0 
                 1099                  205                  200      0.0543053749611 
                 1095                 1090                  300       0.247934050769 
                 2917                 2912                  150                  0.0 
                  348                  296                  250       0.377949581676 
                 3264                 1394                  250      0.0362959989668 
                 2518                 1580                  150                  0.0 
                 3841                  205                  200    0.000163070161206 
                  598                  162                  100                  0.0 
                 4454                 2543                  150                  0.0 
                  589                  496                  300       0.463773637727 
                  818                  235                  150                  0.0 
