#                prod                 mint                mhscp              mrec000 
                 5100                  450                  100     0.00546561979025 
                 1147                  819                  150       0.032165584076 
                 1352                  222                  150      0.0181405519469 
                  577                  413                  150       0.217518827592 
                 2576                 2571                  100    0.000242073091328 
                  853                  149                  100      0.0229096352635 
                 1404                  590                  100      0.0225355128802 
                 3369                  155                  150    7.95749695407e-05 
                 4454                 4449                  150    0.000132433730891 
                 1147                  587                  150      0.0841920196273 
                 1352                  655                  150      0.0626579981733 
                 3369                  432                  150       0.012967974762 
                  115                  107                  100       0.112275185932 
                 1195                 1190                  100     0.00190422428313 
                 1404                  162                  100     0.00308138691102 
                 1195                  530                  100      0.0277047178133 
                  853                  423                  100      0.0475212937941 
                 3916                 3911                  100    0.000140910857783 
                  970                  210                  150      0.0681999549937 
                  339                  334                  100       0.130023306405 
                 1404                 1399                  100    0.000865212989214 
                  497                  334                  100      0.0950862197785 
                 1147                  302                  150      0.0872131796083 
                 3916                  105                  100    3.49251039283e-05 
                 2167                  240                  150     0.00119498246539 
                 3880                  775                  150      0.0292590588407 
                 2167                 1393                  150    0.000306551659503 
                 2226                  803                  100     0.00835014500859 
                 2917                  672                  150      0.0392437950269 
                 5100                 2847                  150    4.27060202174e-44 
                 1644                  656                  100      0.0156994634404 
                 2576                  520                  100      0.0197108711101 
                  853                  599                  100      0.0190587391891 
                 5100                 1188                  100     0.00278470999299 
                 4475                  196                  100    4.88784551782e-05 
                 3416                 1069                  100     0.00258006417982 
                  497                  492                  100      0.0707563970827 
                  338                  333                  150       0.282301905552 
                  818                  537                  150       0.129435037349 
                 1012                  223                  100       0.040071299368 
                 1644                 1639                  100    0.000911484152331 
                  338                  227                  150       0.298151135046 
                  716                  273                  100      0.0720955352815 
                  228                  223                  100       0.150546699498 
                 3916                 2140                  100    1.24661258322e-45 
                 1588                  336                  150      0.0523734832079 
                  853                  848                  100      0.0110966891193 
                  970                  155                  150      0.0285947983183 
                  483                  205                  150       0.253490449146 
                  228                  105                  100       0.157802095403 
                  279                  274                  100       0.148655965113 
                  338                  188                  150       0.297200832037 
                  970                  525                  150        0.11052605514 
                 1012                 1007                  100      0.0044662196884 
                 1195                  105                  100    0.000727674338755 
                 2167                  579                  150      0.0530642044011 
                  284                  241                  150       0.284498442611 
                  688                  683                  150       0.117264011092 
                 5100                  731                  100     0.00970087047053 
                  228                  153                  100        0.15471201194 
                  338                  155                  150       0.277120394833 
                  853                  211                  100      0.0507915022399 
                 2972                 2967                  100    3.31230972882e-05 
