#                prod                 mint                mhscp              mrec000 
                  970                  965                  150      0.0340990161466 
                 1147                  216                  150      0.0442484123944 
                 2972                  105                  100    5.50894653759e-46 
                  598                  593                  100      0.0355857564405 
                 4475                  105                  100                  0.0 
                 1404                  383                  100      0.0544063975239 
                 2167                 2162                  150     0.00271879479035 
                  404                  399                  150       0.300865964923 
                 1147                  155                  150     0.00850764243599 
                 1644                  166                  100    0.000811843644696 
                 4475                  685                  100      0.0229680382762 
                  716                  711                  100      0.0210685948607 
                  688                  471                  150       0.204659868756 
                 3880                  775                  150      0.0579670360546 
                 1404                 1399                  100     0.00190359748414 
                 1588                  228                  150      0.0107521248296 
                 3416                 1069                  100     0.00546996195282 
                 1195                  794                  100     0.00621601253575 
                 4475                  196                  100    3.34891077473e-05 
                  284                  279                  150       0.339047090716 
                  497                  492                  100      0.0595192446266 
                 2226                  483                  100      0.0400427671512 
                 3880                 1325                  150      0.0137696131962 
                  404                  249                  150       0.322489251991 
                  577                  572                  150       0.170131460382 
                 4475                 4470                  100    0.000138390159895 
                 2972                  183                  100    6.05733219424e-17 
                 1352                  655                  150      0.0965866273853 
                  818                  235                  150       0.160825562991 
                  853                  599                  100      0.0258908856782 
                 5100                  205                  200                  0.0 
                 4454                 4449                  150     0.00024817587307 
                 5100                  105                  100                  0.0 
                  716                  376                  100      0.0932669380496 
                  240                  191                  150       0.286178791046 
                 2226                 2221                  100     0.00056681465184 
                 1195                  236                  100      0.0460012769713 
                 2226                 1336                  100    4.75597597359e-05 
                 3880                  265                  150    0.000121680764104 
                  483                  205                  150       0.289185504285 
                 2917                  412                  150      0.0270526889276 
                 1195                  157                  100     0.00745161976409 
                  577                  215                  150       0.253074437596 
                 3369                  722                  150      0.0637552856938 
                 1644                  105                  100    8.17272942869e-05 
                 1404                  249                  100      0.0336772510334 
                 1195                  530                  100       0.042821370599 
                 1012                  153                  100      0.0137460733351 
                 3916                 1171                  100     0.00369641830181 
                 2917                  672                  150      0.0708420063914 
                 2226                  105                  100    4.68267598439e-05 
                 3416                  105                  100    2.66612051252e-47 
                  716                  273                  100       0.108201923016 
                 1917                  276                  100      0.0209782006536 
                 2972                 1700                  100    2.26099061926e-12 
                 2576                 2571                  100    0.000514806890025 
                  279                  105                  100       0.173965351866 
                 1917                  170                  100    0.000528421733961 
                  339                  250                  100       0.179238889653 
                  412                  105                  100       0.101158085922 
                 1644                  262                  100      0.0274328544783 
                  203                  198                  150       0.286405002456 
                 5100                  731                  100      0.0204336062424 
                 1012                 1007                  100     0.00503809132807 
                 1012                  691                  100      0.0138548687042 
                 2518                  247                  150    0.000298130634474 
                 1404                  909                  100     0.00196551470073 
                  228                  185                  100       0.182539291186 
                  412                  290                  100       0.157125201143 
                 5100                 5095                  150    0.000605826596117 
                 1858                  155                  150    9.17799977992e-05 
                 5100                 1930                  100    4.21096783399e-05 
                 2167                  240                  150     0.00144630962719 
                 3916                  351                  100     0.00448810963301 
                 2917                 1095                  150      0.0263650188177 
                 5100                  277                  150    2.12602939696e-06 
                 2226                  290                  100      0.0158935140497 
                  412                  207                  100       0.166475140942 
                 4475                 2392                  100    1.13580138743e-21 
                 2167                  579                  150      0.0886390204023 
                 5100                  255                  250                  0.0 
                  115                  107                  100        0.12988083825 
                 1588                 1583                  150     0.00633852772101 
                 3416                 1910                  100    2.62108526736e-24 
                  279                  216                  100       0.184939161119 
                  688                  325                  150       0.254471533835 
                 3416                  188                  100    2.89971954459e-06 
                 3916                  641                  100      0.0253288211063 
                  853                  423                  100       0.075050212314 
                  152                  124                  100       0.138580737951 
                 5100                 1591                  150     0.00399385883606 
                  284                  155                  150       0.322902769542 
                 2226                  175                  100    2.42144056658e-06 
                 1352                  939                  150      0.0233864415333 
                  279                  170                  100        0.18594302181 
                  716                  105                  100      0.0151871029959 
                 1195                  353                  100      0.0644475504855 
                  970                  155                  150      0.0227922035143 
                  338                  275                  150       0.336476378552 
                  497                  105                  100      0.0592883341348 
                 1147                 1142                  150      0.0171471690902 
                 1012                  223                  100      0.0567133956122 
                 2167                  898                  150      0.0454645176489 
                 1858                  354                  150      0.0600274631562 
                  483                  361                  150       0.295420082831 
                 4454                  271                  150    6.87032627021e-20 
                 2167                 1393                  150    0.000814221182564 
                  228                  127                  100       0.180476211495 
                 1858                  536                  150        0.10289037842 
                 3369                  155                  150    9.53792025314e-22 
                 2917                 1786                  150    0.000166623899093 
                 1644                 1639                  100     0.00109925179462 
                  240                  155                  150       0.303278989185 
                 2917                 2912                  150    0.000829370566526 
                  284                  180                  150       0.306603955913 
                 3880                  453                  150      0.0151087808971 
                  853                  211                  100      0.0742535154986 
                 4475                 1280                  100      0.0014935313632 
                 1917                 1179                  100    8.40888544866e-05 
                 2167                  155                  150    2.91289940527e-06 
                 5100                 1188                  100     0.00523838119364 
                 3916                 3911                  100    0.000161031266951 
                 1352                  222                  150      0.0228135384784 
                  284                  241                  150       0.315904812899 
                  497                  334                  100       0.129158893616 
                 3841                  205                  200                  0.0 
                 1917                  727                  100        0.01948410216 
                 5100                  889                  150      0.0466727827002 
                 5100                  155                  150                  0.0 
                 3880                  155                  150                  0.0 
                  203                  155                  150       0.270299556816 
                  577                  155                  150       0.149309468495 
                  338                  333                  150        0.33271464816 
                 3369                 3364                  150     0.00122095946143 
                 1404                  162                  100     0.00280580879155 
                  970                  711                  150      0.0770232844404 
                 3416                  598                  100      0.0283667782153 
                  688                  155                  150      0.0958198258516 
                 2576                  305                  100      0.0119197982823 
                 2917                  155                  150    2.61403145997e-07 
                  818                  355                  150       0.220056643438 
                 2518                  624                  150       0.080064511921 
                 2518                 2513                  150     0.00180807764995 
                 3880                 2266                  150     2.3446440112e-06 
                 4454                 1453                  150     0.00840683947446 
                  483                  272                  150       0.301014778369 
                  412                  147                  100       0.154219632839 
                 1352                  155                  150     0.00228319665497 
                 4454                  155                  150    2.60295049215e-39 
                 1858                 1225                  150     0.00355867094003 
                 3916                  192                  100    3.30627712796e-12 
                 1917                  448                  100      0.0418163791341 
                  483                  478                  150       0.237239145381 
                  577                  298                  150       0.279445612116 
                 1195                 1190                  100     0.00233360893025 
                 4454                 2543                  150    4.63407343805e-05 
                  186                  105                  100        0.17769707082 
                  970                  525                  150       0.158109129301 
                 5100                  171                  100    3.97204620673e-50 
                  853                  105                  100     0.00623770047543 
                  279                  274                  100       0.185471344122 
                  186                  138                  100       0.160853060186 
                 1644                 1037                  100    0.000884109770086 
                  818                  155                  150      0.0518950372155 
                  279                  133                  100       0.182205618607 
                  228                  223                  100       0.201523045272 
                 1588                  495                  150       0.116668210015 
                  339                  105                  100       0.143890896465 
                  688                  225                  150       0.210980047436 
                  240                  235                  150       0.324070188902 
                  970                  210                  150      0.0782300854302 
                  228                  105                  100       0.194259284723 
                 1404                  590                  100      0.0334933186789 
                  152                  147                  100       0.159204610762 
                 1147                  421                  150       0.159234756061 
                 2917                  253                  150    0.000201523841886 
                 2576                  520                  100      0.0338850619123 
                 3416                  335                  100     0.00623425464842 
                 5100                 5095                  100    6.21570570976e-05 
                 1404                  105                  100    8.55802771404e-05 
                 5100                  497                  150     0.00493386755992 
                 5100                 2847                  150    0.000172083194979 
                  404                  196                  150       0.313719308474 
                  339                  140                  100       0.175769333486 
                 1352                  457                  150       0.131632848086 
                 5100                  450                  100     0.00803590907685 
                 2518                  155                  150    3.72426047368e-05 
                  853                  298                  100      0.0902080105266 
                  152                  105                  100        0.14759350518 
                  853                  149                  100      0.0295076269671 
                 1012                  474                  100      0.0579222936547 
                 1858                  234                  150     0.00462975457988 
                  339                  187                  100       0.181604306118 
                 1917                  105                  100    1.14043965454e-18 
                 2576                  105                  100    2.69470813358e-05 
                  338                  155                  150       0.304128225237 
                  818                  813                  150      0.0639449878825 
                 2576                 1509                  100    7.64132776592e-05 
                  716                  144                  100      0.0500546598845 
                  598                  162                  100       0.100849149266 
                 1147                  302                  150       0.125657685162 
                  412                  407                  100       0.101838760436 
                 1147                  587                  150       0.125135912372 
                 5100                  277                  100    4.81410776308e-05 
                  339                  334                  100       0.143201992595 
                  853                  848                  100       0.010030591086 
                 2972                 2967                  100    0.000252820107671 
                 2518                  392                  150        0.03451092245 
                 1195                  105                  100    0.000317432226723 
                 1012                  105                  100     0.00165343280528 
                  404                  155                  150       0.276920046781 
                 1917                 1912                  100     0.00117252467093 
                 1588                 1075                  150      0.0104858529456 
                  228                  153                  100       0.175795521021 
                 3916                  105                  100                  0.0 
                 2167                  373                  150      0.0449283827706 
                  165                  157                  150       0.258629073163 
                 3369                  432                  150      0.0210797067168 
                  497                  227                  100       0.148372449741 
                 2226                  803                  100      0.0150649728671 
                  203                  175                  150       0.260904248079 
                 4454                  830                  150      0.0538103661137 
                 3880                 3875                  150    0.000822263634925 
                 1858                  810                  150      0.0574565574786 
                  970                  387                  150       0.189885963583 
                 1858                 1853                  150     0.00267773213794 
                 4454                  475                  150     0.00934792407578 
                  338                  188                  150       0.319624474234 
                 1588                  336                  150       0.076777215123 
                 3916                 2140                  100    7.56609170144e-29 
                  598                  250                  100       0.129294216931 
