# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__4,1_sd_,1_sd__1
9.86614e-14,1.00000e+02,2.21515e-12,2.79680e-21,-2.79680e-21
6.57740e-14,1.00000e+02,4.09441e-09,5.65720e-15,-5.65720e-15
4.93292e-14,1.00000e+02,1.49541e-07,6.93780e-12,-6.93780e-12
3.94652e-14,1.00000e+02,1.18463e-06,4.56410e-10,-4.56410e-10
3.28870e-14,1.00000e+02,4.47004e-06,7.07200e-09,-7.07200e-09
2.81896e-14,1.00000e+02,1.11971e-05,4.83760e-08,-4.83760e-08
2.46655e-14,1.00000e+02,2.19096e-05,1.99460e-07,-1.99460e-07
2.19247e-14,1.00000e+02,3.65816e-05,5.88440e-07,-5.88440e-07
1.97326e-14,1.00000e+02,5.48643e-05,1.37590e-06,-1.37590e-06
9.86614e-15,1.00000e+02,3.37626e-04,4.46030e-05,-4.46030e-05
6.57740e-15,1.00000e+02,6.15701e-04,1.06210e-04,-1.06210e-04
4.93292e-15,1.00000e+02,8.18558e-04,1.42680e-04,-1.42680e-04
3.94652e-15,1.00000e+02,9.57882e-04,1.58690e-04,-1.58690e-04
3.28870e-15,1.00000e+02,1.05004e-03,1.64750e-04,-1.64750e-04
2.81896e-15,1.00000e+02,1.10746e-03,1.67140e-04,-1.67140e-04
2.46655e-15,1.00000e+02,1.13970e-03,1.68590e-04,-1.68590e-04
2.19247e-15,1.00000e+02,1.15463e-03,1.70060e-04,-1.70060e-04
1.97326e-15,1.00000e+02,1.15890e-03,1.71990e-04,-1.71990e-04
9.86614e-16,1.00000e+02,1.01598e-03,5.34480e-04,-5.34480e-04
6.57740e-16,1.00000e+02,9.15792e-04,3.87340e-04,-3.87340e-04
4.93292e-16,1.00000e+02,8.21063e-04,2.93930e-04,-2.93930e-04
3.94652e-16,1.00000e+02,7.39804e-04,2.33160e-04,-2.33160e-04
3.28870e-16,1.00000e+02,6.69705e-04,1.91470e-04,-1.91470e-04
2.81896e-16,1.00000e+02,6.08529e-04,1.61580e-04,-1.61580e-04
2.46655e-16,1.00000e+02,5.54659e-04,1.39340e-04,-1.39340e-04
2.19247e-16,1.00000e+02,5.06996e-04,1.22210e-04,-1.22210e-04
1.97326e-16,1.00000e+02,4.64668e-04,1.08620e-04,-1.08620e-04
9.86614e-17,1.00000e+02,3.76222e-05,3.35690e-05,-3.35690e-05
6.57740e-17,1.00000e+02,8.40888e-05,7.21130e-05,-7.21130e-05
4.93292e-17,1.00000e+02,1.09261e-04,8.95530e-05,-8.95530e-05
3.94652e-17,1.00000e+02,1.18226e-04,9.23120e-05,-9.23120e-05
3.28870e-17,1.00000e+02,1.18328e-04,8.81380e-05,-8.81380e-05
2.81896e-17,1.00000e+02,1.14009e-04,8.13140e-05,-8.13140e-05
2.46655e-17,1.00000e+02,1.07683e-04,7.38640e-05,-7.38640e-05
2.19247e-17,1.00000e+02,1.00622e-04,6.66680e-05,-6.66680e-05
1.97326e-17,1.00000e+02,9.34935e-05,6.00710e-05,-6.00710e-05
9.86614e-18,1.00000e+02,4.05158e-06,4.94000e-06,-4.94000e-06
6.57740e-18,1.00000e+02,6.99808e-06,8.52350e-06,-8.52350e-06
4.93292e-18,1.00000e+02,7.85695e-06,9.44750e-06,-9.44750e-06
3.94652e-18,1.00000e+02,7.94118e-06,9.10170e-06,-9.10170e-06
3.28870e-18,1.00000e+02,8.04206e-06,8.41320e-06,-8.41320e-06
2.81896e-18,1.00000e+02,8.39186e-06,7.91010e-06,-7.91010e-06
2.46655e-18,1.00000e+02,8.95695e-06,7.86940e-06,-7.86940e-06
2.19247e-18,1.00000e+02,9.63194e-06,8.30520e-06,-8.30520e-06
1.97326e-18,1.00000e+02,1.03184e-05,9.04770e-06,-9.04770e-06
9.86614e-14,2.00000e+02,1.35371e-16,4.16570e-21,-4.16570e-21
6.57740e-14,2.00000e+02,6.98956e-12,7.15600e-15,-7.15600e-15
4.93292e-14,2.00000e+02,1.40907e-09,7.91360e-12,-7.91360e-12
3.94652e-14,2.00000e+02,3.15813e-08,4.79410e-10,-4.79410e-10
3.28870e-14,2.00000e+02,2.38831e-07,6.91550e-09,-6.91550e-09
2.81896e-14,2.00000e+02,9.78730e-07,4.43730e-08,-4.43730e-08
2.46655e-14,2.00000e+02,2.75175e-06,1.72710e-07,-1.72710e-07
2.19247e-14,2.00000e+02,6.04908e-06,4.83900e-07,-4.83900e-07
1.97326e-14,2.00000e+02,1.12416e-05,1.08090e-06,-1.08090e-06
9.86614e-15,2.00000e+02,1.83131e-04,2.98160e-05,-2.98160e-05
6.57740e-15,2.00000e+02,5.32891e-04,8.02800e-05,-8.02800e-05
4.93292e-15,2.00000e+02,9.67559e-04,1.26120e-04,-1.26120e-04
3.94652e-15,2.00000e+02,1.41145e-03,1.60380e-04,-1.60380e-04
3.28870e-15,2.00000e+02,1.81794e-03,1.85250e-04,-1.85250e-04
2.81896e-15,2.00000e+02,2.16414e-03,2.03930e-04,-2.03930e-04
2.46655e-15,2.00000e+02,2.44379e-03,2.18570e-04,-2.18570e-04
2.19247e-15,2.00000e+02,2.66039e-03,2.30490e-04,-2.30490e-04
1.97326e-15,2.00000e+02,2.82147e-03,2.40630e-04,-2.40630e-04
9.86614e-16,2.00000e+02,4.13051e-03,7.70040e-04,-7.70040e-04
6.57740e-16,2.00000e+02,3.62599e-03,5.85700e-04,-5.85700e-04
4.93292e-16,2.00000e+02,3.12669e-03,4.52040e-04,-4.52040e-04
3.94652e-16,2.00000e+02,2.73701e-03,3.64090e-04,-3.64090e-04
3.28870e-16,2.00000e+02,2.44129e-03,3.05500e-04,-3.05500e-04
2.81896e-16,2.00000e+02,2.21483e-03,2.65460e-04,-2.65460e-04
2.46655e-16,2.00000e+02,2.03845e-03,2.37500e-04,-2.37500e-04
2.19247e-16,2.00000e+02,1.89775e-03,2.17790e-04,-2.17790e-04
1.97326e-16,2.00000e+02,1.76672e-03,2.04060e-04,-2.04060e-04
9.86614e-17,2.00000e+02,1.29104e-03,3.81000e-04,-3.81000e-04
6.57740e-17,2.00000e+02,1.14215e-03,3.45890e-04,-3.45890e-04
4.93292e-17,2.00000e+02,9.82750e-04,2.85220e-04,-2.85220e-04
3.94652e-17,2.00000e+02,8.38659e-04,2.32980e-04,-2.32980e-04
3.28870e-17,2.00000e+02,7.16783e-04,1.92210e-04,-1.92210e-04
2.81896e-17,2.00000e+02,6.16024e-04,1.60790e-04,-1.60790e-04
2.46655e-17,2.00000e+02,5.33147e-04,1.36380e-04,-1.36380e-04
2.19247e-17,2.00000e+02,4.64830e-04,1.17120e-04,-1.17120e-04
1.97326e-17,2.00000e+02,4.08184e-04,1.01690e-04,-1.01690e-04
9.86614e-18,2.00000e+02,1.09720e-04,1.19920e-04,-1.19920e-04
6.57740e-18,2.00000e+02,7.44343e-05,7.71060e-05,-7.71060e-05
4.93292e-18,2.00000e+02,5.21596e-05,5.21670e-05,-5.21670e-05
3.94652e-18,2.00000e+02,3.82077e-05,3.72980e-05,-3.72980e-05
3.28870e-18,2.00000e+02,2.90742e-05,2.78870e-05,-2.78870e-05
2.81896e-18,2.00000e+02,2.28193e-05,2.15980e-05,-2.15980e-05
2.46655e-18,2.00000e+02,1.83659e-05,1.72030e-05,-1.72030e-05
2.19247e-18,2.00000e+02,1.50909e-05,1.40180e-05,-1.40180e-05
1.97326e-18,2.00000e+02,1.26139e-05,1.16370e-05,-1.16370e-05
9.86614e-14,3.00000e+02,2.33912e-20,3.73300e-28,-3.73300e-28
6.57740e-14,3.00000e+02,1.89611e-14,1.94300e-19,-1.94300e-19
4.93292e-14,3.00000e+02,1.44548e-11,3.75760e-15,-3.75760e-15
3.94652e-14,3.00000e+02,7.08057e-10,1.27010e-12,-1.27010e-12
3.28870e-14,3.00000e+02,9.04408e-09,5.77330e-11,-5.77330e-11
2.81896e-14,3.00000e+02,5.47433e-08,8.42260e-10,-8.42260e-10
2.46655e-14,3.00000e+02,2.11021e-07,6.07790e-09,-6.07790e-09
2.19247e-14,3.00000e+02,6.08080e-07,2.75510e-08,-2.75510e-08
1.97326e-14,3.00000e+02,1.43700e-06,9.04830e-08,-9.04830e-08
9.86614e-15,3.00000e+02,9.66764e-05,1.37460e-05,-1.37460e-05
6.57740e-15,3.00000e+02,4.57492e-04,6.20020e-05,-6.20020e-05
4.93292e-15,3.00000e+02,1.00780e-03,1.24080e-04,-1.24080e-04
3.94652e-15,3.00000e+02,1.61095e-03,1.80600e-04,-1.80600e-04
3.28870e-15,3.00000e+02,2.18708e-03,2.25340e-04,-2.25340e-04
2.81896e-15,3.00000e+02,2.70490e-03,2.58780e-04,-2.58780e-04
2.46655e-15,3.00000e+02,3.15888e-03,2.83350e-04,-2.83350e-04
2.19247e-15,3.00000e+02,3.55402e-03,3.01560e-04,-3.01560e-04
1.97326e-15,3.00000e+02,3.88943e-03,3.15560e-04,-3.15560e-04
9.86614e-16,3.00000e+02,4.58733e-03,7.57930e-04,-7.57930e-04
6.57740e-16,3.00000e+02,4.86758e-03,6.55760e-04,-6.55760e-04
4.93292e-16,3.00000e+02,4.71814e-03,5.46160e-04,-5.46160e-04
3.94652e-16,3.00000e+02,4.43979e-03,4.60890e-04,-4.60890e-04
3.28870e-16,3.00000e+02,4.13630e-03,3.96990e-04,-3.96990e-04
2.81896e-16,3.00000e+02,3.84363e-03,3.48800e-04,-3.48800e-04
2.46655e-16,3.00000e+02,3.57291e-03,3.11800e-04,-3.11800e-04
2.19247e-16,3.00000e+02,3.32629e-03,2.82790e-04,-2.82790e-04
