# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__4,1_sd_,1_sd__1
9.86614e-14,1.00000e+02,5.97160e-21,2.79680e-21,-2.79680e-21
6.57740e-14,1.00000e+02,1.34216e-14,5.65720e-15,-5.65720e-15
4.93292e-14,1.00000e+02,1.82896e-11,6.93780e-12,-6.93780e-12
3.94652e-14,1.00000e+02,1.31992e-09,4.56410e-10,-4.56410e-10
3.28870e-14,1.00000e+02,2.20840e-08,7.07200e-09,-7.07200e-09
2.81896e-14,1.00000e+02,1.60712e-07,4.83760e-08,-4.83760e-08
2.46655e-14,1.00000e+02,6.96100e-07,1.99460e-07,-1.99460e-07
2.19247e-14,1.00000e+02,2.13620e-06,5.88440e-07,-5.88440e-07
1.97326e-14,1.00000e+02,5.15700e-06,1.37590e-06,-1.37590e-06
9.86614e-15,1.00000e+02,1.97902e-04,4.46030e-05,-4.46030e-05
6.57740e-15,1.00000e+02,5.33000e-04,1.06210e-04,-1.06210e-04
4.93292e-15,1.00000e+02,8.16280e-04,1.42680e-04,-1.42680e-04
3.94652e-15,1.00000e+02,1.03194e-03,1.58690e-04,-1.58690e-04
3.28870e-15,1.00000e+02,1.19444e-03,1.64750e-04,-1.64750e-04
2.81896e-15,1.00000e+02,1.31466e-03,1.67140e-04,-1.67140e-04
2.46655e-15,1.00000e+02,1.40154e-03,1.68590e-04,-1.68590e-04
2.19247e-15,1.00000e+02,1.46424e-03,1.70060e-04,-1.70060e-04
1.97326e-15,1.00000e+02,1.51218e-03,1.71990e-04,-1.71990e-04
9.86614e-16,1.00000e+02,1.94306e-03,5.34480e-04,-5.34480e-04
6.57740e-16,1.00000e+02,1.63680e-03,3.87340e-04,-3.87340e-04
4.93292e-16,1.00000e+02,1.36662e-03,2.93930e-04,-2.93930e-04
3.94652e-16,1.00000e+02,1.15556e-03,2.33160e-04,-2.33160e-04
3.28870e-16,1.00000e+02,9.91100e-04,1.91470e-04,-1.91470e-04
2.81896e-16,1.00000e+02,8.60560e-04,1.61580e-04,-1.61580e-04
2.46655e-16,1.00000e+02,7.54860e-04,1.39340e-04,-1.39340e-04
2.19247e-16,1.00000e+02,6.67820e-04,1.22210e-04,-1.22210e-04
1.97326e-16,1.00000e+02,5.95140e-04,1.08620e-04,-1.08620e-04
9.86614e-17,1.00000e+02,9.13660e-05,3.35690e-05,-3.35690e-05
6.57740e-17,1.00000e+02,1.99796e-04,7.21130e-05,-7.21130e-05
4.93292e-17,1.00000e+02,2.49880e-04,8.95530e-05,-8.95530e-05
3.94652e-17,1.00000e+02,2.58520e-04,9.23120e-05,-9.23120e-05
3.28870e-17,1.00000e+02,2.47360e-04,8.81380e-05,-8.81380e-05
2.81896e-17,1.00000e+02,2.28520e-04,8.13140e-05,-8.13140e-05
2.46655e-17,1.00000e+02,2.07780e-04,7.38640e-05,-7.38640e-05
2.19247e-17,1.00000e+02,1.87662e-04,6.66680e-05,-6.66680e-05
1.97326e-17,1.00000e+02,1.69178e-04,6.00710e-05,-6.00710e-05
9.86614e-18,1.00000e+02,9.88000e-06,4.94000e-06,-4.94000e-06
6.57740e-18,1.00000e+02,1.70652e-05,8.52350e-06,-8.52350e-06
4.93292e-18,1.00000e+02,1.91596e-05,9.44750e-06,-9.44750e-06
3.94652e-18,1.00000e+02,1.93650e-05,9.10170e-06,-9.10170e-06
3.28870e-18,1.00000e+02,1.96110e-05,8.41320e-06,-8.41320e-06
2.81896e-18,1.00000e+02,2.04640e-05,7.91010e-06,-7.91010e-06
2.46655e-18,1.00000e+02,2.18420e-05,7.86940e-06,-7.86940e-06
2.19247e-18,1.00000e+02,2.34880e-05,8.30520e-06,-8.30520e-06
1.97326e-18,1.00000e+02,2.51620e-05,9.04770e-06,-9.04770e-06
9.86614e-14,2.00000e+02,8.33140e-21,4.16570e-21,-4.16570e-21
6.57740e-14,2.00000e+02,1.43146e-14,7.15600e-15,-7.15600e-15
4.93292e-14,2.00000e+02,1.58630e-11,7.91360e-12,-7.91360e-12
3.94652e-14,2.00000e+02,9.68660e-10,4.79410e-10,-4.79410e-10
3.28870e-14,2.00000e+02,1.42302e-08,6.91550e-09,-6.91550e-09
2.81896e-14,2.00000e+02,9.42160e-08,4.43730e-08,-4.43730e-08
2.46655e-14,2.00000e+02,3.83580e-07,1.72710e-07,-1.72710e-07
2.19247e-14,2.00000e+02,1.13816e-06,4.83900e-07,-4.83900e-07
1.97326e-14,2.00000e+02,2.71860e-06,1.08090e-06,-1.08090e-06
9.86614e-15,2.00000e+02,1.50188e-04,2.98160e-05,-2.98160e-05
6.57740e-15,2.00000e+02,5.85420e-04,8.02800e-05,-8.02800e-05
4.93292e-15,2.00000e+02,1.13334e-03,1.26120e-04,-1.26120e-04
