# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__4,1_sd_,1_sd__1
9.86614e-14,1.00000e+02,5.48230e-13,5.48230e-13,-5.48230e-13
6.57740e-14,1.00000e+02,6.04950e-10,6.04800e-10,-6.04800e-10
4.93292e-14,1.00000e+02,1.84950e-08,1.84520e-08,-1.84520e-08
3.94652e-14,1.00000e+02,1.37630e-07,1.36390e-07,-1.36390e-07
3.28870e-14,1.00000e+02,5.12210e-07,5.00520e-07,-5.00520e-07
2.81896e-14,1.00000e+02,1.29580e-06,1.23750e-06,-1.23750e-06
2.46655e-14,1.00000e+02,2.59450e-06,2.39840e-06,-2.39840e-06
2.19247e-14,1.00000e+02,4.46950e-06,3.96240e-06,-3.96240e-06
1.97326e-14,1.00000e+02,6.95480e-06,5.86540e-06,-5.86540e-06
9.86614e-15,1.00000e+02,6.50420e-05,3.11260e-05,-3.11260e-05
6.57740e-15,1.00000e+02,1.54780e-04,5.65720e-05,-5.65720e-05
4.93292e-15,1.00000e+02,2.36630e-04,7.81150e-05,-7.81150e-05
3.94652e-15,1.00000e+02,2.98650e-04,9.39700e-05,-9.39700e-05
3.28870e-15,1.00000e+02,3.42200e-04,1.04690e-04,-1.04690e-04
2.81896e-15,1.00000e+02,3.71500e-04,1.11500e-04,-1.11500e-04
2.46655e-15,1.00000e+02,3.90400e-04,1.15530e-04,-1.15530e-04
2.19247e-15,1.00000e+02,4.01840e-04,1.17620e-04,-1.17620e-04
1.97326e-15,1.00000e+02,4.07960e-04,1.18390e-04,-1.18390e-04
9.86614e-16,1.00000e+02,3.42670e-04,1.72970e-04,-1.72970e-04
6.57740e-16,1.00000e+02,3.45160e-04,1.61200e-04,-1.61200e-04
4.93292e-16,1.00000e+02,3.24270e-04,1.46720e-04,-1.46720e-04
3.94652e-16,1.00000e+02,2.98930e-04,1.33260e-04,-1.33260e-04
3.28870e-16,1.00000e+02,2.74590e-04,1.21450e-04,-1.21450e-04
2.81896e-16,1.00000e+02,2.52680e-04,1.11250e-04,-1.11250e-04
2.46655e-16,1.00000e+02,2.33380e-04,1.02470e-04,-1.02470e-04
2.19247e-16,1.00000e+02,2.16460e-04,9.48650e-05,-9.48650e-05
1.97326e-16,1.00000e+02,2.01610e-04,8.82510e-05,-8.82510e-05
9.86614e-17,1.00000e+02,1.19040e-04,1.19040e-04,-1.19040e-04
6.57740e-17,1.00000e+02,8.09960e-05,8.09960e-05,-8.09960e-05
4.93292e-17,1.00000e+02,6.13710e-05,6.13710e-05,-6.13710e-05
3.94652e-17,1.00000e+02,4.93980e-05,4.93980e-05,-4.93980e-05
3.28870e-17,1.00000e+02,4.13340e-05,4.13340e-05,-4.13340e-05
2.81896e-17,1.00000e+02,3.55330e-05,3.55330e-05,-3.55330e-05
2.46655e-17,1.00000e+02,3.11590e-05,3.11590e-05,-3.11590e-05
2.19247e-17,1.00000e+02,2.77440e-05,2.77440e-05,-2.77440e-05
1.97326e-17,1.00000e+02,2.50040e-05,2.50040e-05,-2.50040e-05
9.86614e-18,1.00000e+02,2.11850e-05,2.11850e-05,-2.11850e-05
6.57740e-18,1.00000e+02,1.41770e-05,1.41770e-05,-1.41770e-05
4.93292e-18,1.00000e+02,1.06530e-05,1.06530e-05,-1.06530e-05
3.94652e-18,1.00000e+02,8.53210e-06,8.53210e-06,-8.53210e-06
3.28870e-18,1.00000e+02,7.11550e-06,7.11550e-06,-7.11550e-06
2.81896e-18,1.00000e+02,6.10230e-06,6.10230e-06,-6.10230e-06
2.46655e-18,1.00000e+02,5.34170e-06,5.34170e-06,-5.34170e-06
2.19247e-18,1.00000e+02,4.74970e-06,4.74970e-06,-4.74970e-06
1.97326e-18,1.00000e+02,4.27580e-06,4.27580e-06,-4.27580e-06
9.86614e-14,2.00000e+02,3.50850e-17,3.21580e-17,-3.21580e-17
6.57740e-14,2.00000e+02,1.09800e-12,9.11860e-13,-9.11860e-13
4.93292e-14,2.00000e+02,1.87710e-10,1.44130e-10,-1.44130e-10
3.94652e-14,2.00000e+02,4.02290e-09,2.90560e-09,-2.90560e-09
3.28870e-14,2.00000e+02,3.06790e-08,2.10460e-08,-2.10460e-08
2.81896e-14,2.00000e+02,1.30160e-07,8.51940e-08,-8.51940e-08
2.46655e-14,2.00000e+02,3.84050e-07,2.40200e-07,-2.40200e-07
2.19247e-14,2.00000e+02,8.91910e-07,5.32920e-07,-5.32920e-07
1.97326e-14,2.00000e+02,1.75530e-06,1.00110e-06,-1.00110e-06
9.86614e-15,2.00000e+02,4.43940e-05,1.56520e-05,-1.56520e-05
6.57740e-15,2.00000e+02,1.57830e-04,4.01920e-05,-4.01920e-05
4.93292e-15,2.00000e+02,3.14310e-04,6.81420e-05,-6.81420e-05
3.94652e-15,2.00000e+02,4.79540e-04,9.61150e-05,-9.61150e-05
3.28870e-15,2.00000e+02,6.33240e-04,1.21970e-04,-1.21970e-04
2.81896e-15,2.00000e+02,7.66790e-04,1.44770e-04,-1.44770e-04
2.46655e-15,2.00000e+02,8.78180e-04,1.64340e-04,-1.64340e-04
2.19247e-15,2.00000e+02,9.68560e-04,1.80800e-04,-1.80800e-04
1.97326e-15,2.00000e+02,1.04030e-03,1.94430e-04,-1.94430e-04
9.86614e-16,2.00000e+02,1.47750e-03,3.33620e-04,-3.33620e-04
6.57740e-16,2.00000e+02,1.47600e-03,3.15840e-04,-3.15840e-04
4.93292e-16,2.00000e+02,1.38160e-03,2.87300e-04,-2.87300e-04
3.94652e-16,2.00000e+02,1.27390e-03,2.60540e-04,-2.60540e-04
