# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__5,1_sd_,1_sd__1
9.86614e-14,1.00000e+02,2.05400e-21,2.05220e-21,-2.05220e-21
6.57740e-14,1.00000e+02,1.80310e-15,1.78430e-15,-1.78430e-15
4.93292e-14,1.00000e+02,1.58610e-12,1.52900e-12,-1.52900e-12
3.94652e-14,1.00000e+02,9.04060e-11,8.37350e-11,-8.37350e-11
3.28870e-14,1.00000e+02,1.32510e-09,1.17100e-09,-1.17100e-09
2.81896e-14,1.00000e+02,8.97110e-09,7.55280e-09,-7.55280e-09
2.46655e-14,1.00000e+02,3.75320e-08,3.01520e-08,-3.01520e-08
2.19247e-14,1.00000e+02,1.14010e-07,8.76340e-08,-8.76340e-08
1.97326e-14,1.00000e+02,2.76950e-07,2.04270e-07,-2.04270e-07
9.86614e-15,1.00000e+02,1.50980e-05,8.11640e-06,-8.11640e-06
6.57740e-15,1.00000e+02,5.82800e-05,2.54510e-05,-2.54510e-05
4.93292e-15,1.00000e+02,1.14400e-04,4.38170e-05,-4.38170e-05
3.94652e-15,1.00000e+02,1.69870e-04,5.99670e-05,-5.99670e-05
3.28870e-15,1.00000e+02,2.18580e-04,7.34120e-05,-7.34120e-05
2.81896e-15,1.00000e+02,2.58790e-04,8.43990e-05,-8.43990e-05
2.46655e-15,1.00000e+02,2.90750e-04,9.32800e-05,-9.32800e-05
2.19247e-15,1.00000e+02,3.15450e-04,1.00380e-04,-1.00380e-04
1.97326e-15,1.00000e+02,3.34080e-04,1.05980e-04,-1.05980e-04
9.86614e-16,1.00000e+02,2.81960e-04,1.39450e-04,-1.39450e-04
6.57740e-16,1.00000e+02,2.61070e-04,1.23530e-04,-1.23530e-04
4.93292e-16,1.00000e+02,2.32960e-04,1.08420e-04,-1.08420e-04
3.94652e-16,1.00000e+02,2.07530e-04,9.58960e-05,-9.58960e-05
3.28870e-16,1.00000e+02,1.86060e-04,8.56830e-05,-8.56830e-05
2.81896e-16,1.00000e+02,1.68150e-04,7.73040e-05,-7.73040e-05
2.46655e-16,1.00000e+02,1.53150e-04,7.03490e-05,-7.03490e-05
2.19247e-16,1.00000e+02,1.40480e-04,6.45030e-05,-6.45030e-05
1.97326e-16,1.00000e+02,1.29660e-04,5.95310e-05,-5.95310e-05
9.86614e-17,1.00000e+02,1.08310e-04,1.08310e-04,-1.08310e-04
6.57740e-17,1.00000e+02,7.43880e-05,7.43880e-05,-7.43880e-05
4.93292e-17,1.00000e+02,5.66280e-05,5.66280e-05,-5.66280e-05
3.94652e-17,1.00000e+02,4.57090e-05,4.57090e-05,-4.57090e-05
3.28870e-17,1.00000e+02,3.83190e-05,3.83190e-05,-3.83190e-05
2.81896e-17,1.00000e+02,3.29850e-05,3.29850e-05,-3.29850e-05
2.46655e-17,1.00000e+02,2.89540e-05,2.89540e-05,-2.89540e-05
2.19247e-17,1.00000e+02,2.58010e-05,2.58010e-05,-2.58010e-05
1.97326e-17,1.00000e+02,2.32670e-05,2.32670e-05,-2.32670e-05
9.86614e-18,1.00000e+02,2.97020e-05,2.97020e-05,-2.97020e-05
6.57740e-18,1.00000e+02,1.98470e-05,1.98470e-05,-1.98470e-05
4.93292e-18,1.00000e+02,1.49020e-05,1.49020e-05,-1.49020e-05
3.94652e-18,1.00000e+02,1.19300e-05,1.19300e-05,-1.19300e-05
3.28870e-18,1.00000e+02,9.94590e-06,9.94590e-06,-9.94590e-06
2.81896e-18,1.00000e+02,8.52790e-06,8.52790e-06,-8.52790e-06
2.46655e-18,1.00000e+02,7.46370e-06,7.46370e-06,-7.46370e-06
2.19247e-18,1.00000e+02,6.63570e-06,6.63570e-06,-6.63570e-06
1.97326e-18,1.00000e+02,5.97300e-06,5.97300e-06,-5.97300e-06
9.86614e-14,2.00000e+02,1.82840e-21,1.82760e-21,-1.82760e-21
6.57740e-14,2.00000e+02,1.61670e-15,1.60530e-15,-1.60530e-15
4.93292e-14,2.00000e+02,1.42330e-12,1.38230e-12,-1.38230e-12
3.94652e-14,2.00000e+02,8.11840e-11,7.58770e-11,-7.58770e-11
3.28870e-14,2.00000e+02,1.19310e-09,1.06210e-09,-1.06210e-09
2.81896e-14,2.00000e+02,8.11390e-09,6.85300e-09,-6.85300e-09
2.46655e-14,2.00000e+02,3.41270e-08,2.73630e-08,-2.73630e-08
2.19247e-14,2.00000e+02,1.04200e-07,7.95610e-08,-7.95610e-08
1.97326e-14,2.00000e+02,2.54140e-07,1.85610e-07,-1.85610e-07
9.86614e-15,2.00000e+02,1.32310e-05,7.52960e-06,-7.52960e-06
6.57740e-15,2.00000e+02,4.64920e-05,2.35820e-05,-2.35820e-05
4.93292e-15,2.00000e+02,8.68340e-05,3.95620e-05,-3.95620e-05
3.94652e-15,2.00000e+02,1.29170e-04,5.24920e-05,-5.24920e-05
3.28870e-15,2.00000e+02,1.72610e-04,6.29980e-05,-6.29980e-05
2.81896e-15,2.00000e+02,2.16520e-04,7.24820e-05,-7.24820e-05
2.46655e-15,2.00000e+02,2.60050e-04,8.20220e-05,-8.20220e-05
2.19247e-15,2.00000e+02,3.02310e-04,9.21470e-05,-9.21470e-05
1.97326e-15,2.00000e+02,3.42540e-04,1.02960e-04,-1.02960e-04
9.86614e-16,2.00000e+02,7.92080e-04,2.32600e-04,-2.32600e-04
6.57740e-16,2.00000e+02,8.27310e-04,2.21760e-04,-2.21760e-04
4.93292e-16,2.00000e+02,7.99660e-04,2.06600e-04,-2.06600e-04
3.94652e-16,2.00000e+02,7.54740e-04,1.91390e-04,-1.91390e-04
3.28870e-16,2.00000e+02,7.07080e-04,1.77510e-04,-1.77510e-04
2.81896e-16,2.00000e+02,6.61520e-04,1.65190e-04,-1.65190e-04
2.46655e-16,2.00000e+02,6.19600e-04,1.54330e-04,-1.54330e-04
2.19247e-16,2.00000e+02,5.81600e-04,1.44750e-04,-1.44750e-04
1.97326e-16,2.00000e+02,5.47320e-04,1.36250e-04,-1.36250e-04
9.86614e-17,2.00000e+02,3.22310e-04,2.04690e-04,-2.04690e-04
6.57740e-17,2.00000e+02,2.42560e-04,1.51100e-04,-1.51100e-04
4.93292e-17,2.00000e+02,1.93850e-04,1.19870e-04,-1.19870e-04
3.94652e-17,2.00000e+02,1.61260e-04,9.93640e-05,-9.93640e-05
3.28870e-17,2.00000e+02,1.37990e-04,8.48570e-05,-8.48570e-05
2.81896e-17,2.00000e+02,1.20560e-04,7.40490e-05,-7.40490e-05
2.46655e-17,2.00000e+02,1.07030e-04,6.56840e-05,-6.56840e-05
2.19247e-17,2.00000e+02,9.62170e-05,5.90170e-05,-5.90170e-05
1.97326e-17,2.00000e+02,8.73860e-05,5.35800e-05,-5.35800e-05
9.86614e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
6.57740e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
4.93292e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
3.94652e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
3.28870e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
2.81896e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
2.46655e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
2.19247e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
1.97326e-18,2.00000e+02,0.00000e+00,4.41240e-06,-4.41240e-06
9.86614e-14,3.00000e+02,2.18330e-28,1.87790e-28,-1.87790e-28
6.57740e-14,3.00000e+02,5.81710e-20,4.42980e-20,-4.42980e-20
4.93292e-14,3.00000e+02,9.29570e-16,6.52420e-16,-6.52420e-16
3.94652e-14,3.00000e+02,3.05020e-13,2.01770e-13,-2.01770e-13
3.28870e-14,3.00000e+02,1.43620e-11,9.06220e-12,-9.06220e-12
2.81896e-14,3.00000e+02,2.23240e-10,1.35330e-10,-1.35330e-10
2.46655e-14,3.00000e+02,1.73780e-09,1.01660e-09,-1.01660e-09
2.19247e-14,3.00000e+02,8.53930e-09,4.83400e-09,-4.83400e-09
1.97326e-14,3.00000e+02,3.04300e-08,1.67020e-08,-1.67020e-08
9.86614e-15,3.00000e+02,8.96760e-06,3.79230e-06,-3.79230e-06
6.57740e-15,3.00000e+02,5.95100e-05,2.06120e-05,-2.06120e-05
4.93292e-15,3.00000e+02,1.54950e-04,4.59110e-05,-4.59110e-05
3.94652e-15,3.00000e+02,2.77750e-04,7.28130e-05,-7.28130e-05
3.28870e-15,3.00000e+02,4.11840e-04,9.84180e-05,-9.84180e-05
2.81896e-15,3.00000e+02,5.46160e-04,1.22170e-04,-1.22170e-04
2.46655e-15,3.00000e+02,6.73820e-04,1.44260e-04,-1.44260e-04
2.19247e-15,3.00000e+02,7.90990e-04,1.64940e-04,-1.64940e-04
1.97326e-15,3.00000e+02,8.95930e-04,1.84340e-04,-1.84340e-04
9.86614e-16,3.00000e+02,1.18520e-03,2.68180e-04,-2.68180e-04
